concordance_id,source_id,source_item,source_inventory,item_type,canonical_module,canonical_object,primary_mapping,mapping_status,assumptions_model_class,proof_evidence_status,publication_artifact_status,destination_paper,monograph_chapter,interface_dependency,review_state,notes
CC-A001-098,A001,"For $m$ resources with pairwise CES elasticities, strong plus weak sustainability is jointly achievable iff the effective elasticity satisfies an appropriate threshold condition.",research_program/article_001_topdown/formal_result_inventory.md,Conjecture 18.2 (Multi-resource Hartwick).,formal_foundations,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,conditional docket (open problem),Conditional docket,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A001 scientific pass; source read in full): conjecture + falsification criterion verified in source §18 (multi-resource Hartwick); module formal_foundations classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged.
CC-A001-099,A001,The eight Ostrom mechanisms are jointly sufficient for viability when physical conditions hold (Theorem 13.2). The open question is whether each is individually necessary.,research_program/article_001_topdown/formal_result_inventory.md,Conjecture 18.3 (Ostrom individual necessity).,observation_governance_empirics,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A001 scientific pass; source read in full): conjecture + falsification criterion verified in source §18 (Ostrom individual necessity); module observation_governance_empirics corrected (intake: formal_foundations); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to observation_governance_empirics (intake: formal_foundations) — same Ostrom family as Theorems 13.5–13.6
CC-A002-001,A002,Type system and physical state,research_program/article_002_general_theory/formal_result_inventory.md,Definition,architecture_transformation_composition,"specification, architecture, operator II, composition",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 1 or monograph introduction,"Canonical architecture, transformation, and composition",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §2.1 (the typed physical state and moiety/unit typing); module architecture_transformation_composition confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline.
CC-A002-002,A002,Hybrid specialization data,research_program/article_002_general_theory/formal_result_inventory.md,Definition,architecture_transformation_composition,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §2.1 (hybrid specialization data: mode sets, phase spaces, jump rules, execution rule, observation map); module architecture_transformation_composition classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Evidence status now defined_source_object. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline. evidence corrected to defined_source_object (intake had source_specific_empirical_status_check_required — this is a definition, not an empirical object)"
CC-A002-003,A002,Canonical system,research_program/article_002_general_theory/formal_result_inventory.md,Definition,architecture_transformation_composition,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 1 or monograph introduction,"Canonical architecture, transformation, and composition",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §2.1 (the canonical tuple S with its 13 slots); module architecture_transformation_composition classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline.
CC-A002-004,A002,Four uncertainty levels,research_program/article_002_general_theory/formal_result_inventory.md,Definition,architecture_transformation_composition,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 1 or monograph introduction,"Canonical architecture, transformation, and composition",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §2.1 (four uncertainty levels with quantifier discipline); module architecture_transformation_composition classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline.
CC-A002-005,A002,Diagnostic types,research_program/article_002_general_theory/formal_result_inventory.md,Definition,ledger_diagnostics,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 1 or monograph introduction,"Canonical architecture, transformation, and composition",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §2.3 (five diagnostic claim types; the no-transfer rule); module ledger_diagnostics classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline.
CC-A002-006,A002,Threshold and intergenerational types,research_program/article_002_general_theory/formal_result_inventory.md,Definition,architecture_transformation_composition,"specification, architecture, operator II, composition",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 1 or monograph introduction,"Canonical architecture, transformation, and composition",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §2.3 (threshold typing + the intergenerational recursive safety criterion); module architecture_transformation_composition confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline.
CC-A002-007,A002,Domain-qualified non-compensation,research_program/article_002_general_theory/formal_result_inventory.md,Proposition,formal_foundations,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): proposition + proof verified in source §2 (unrestricted-compensation counterexample construction + the domain-certificate biconditional); module formal_foundations confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. the item is a rejection-within-characterization: the first half is an explicit deficit construction, the second the exact domain-certificate iff; both halves verified"
CC-A002-008,A002,Typed hybrid conservation,research_program/article_002_general_theory/formal_result_inventory.md,Theorem,ledger_diagnostics,"ledger, services, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §3 (typed hybrid conservation under L^T S = 0, L^T S^J = 0); module ledger_diagnostics confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged."
CC-A002-009,A002,Untitled Remark,research_program/article_002_general_theory/formal_result_inventory.md,Remark,ledger_diagnostics,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,status_crosswalk_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): remark verified in source §3 (the moiety-scope note: one balance per moiety; no biomass+money+biodiversity+exergy scalar); module ledger_diagnostics classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. interpretive scope note on the conservation theorem; no proof status to promote; the remark-to-§6-vocabulary crosswalk is a paper-time decision
CC-A002-010,A002,Closed positive-moiety bound,research_program/article_002_general_theory/formal_result_inventory.md,Corollary,ledger_diagnostics,"ledger, services, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): corollary + proof verified in source §3 (closed positive-moiety component bound); module ledger_diagnostics confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged.
CC-A002-011,A002,"Non-negative invariance for ordinary, hybrid, and RFDE modes",research_program/article_002_general_theory/formal_result_inventory.md,Theorem,formal_foundations,"state, model, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §3 (non-negative invariance across ordinary, hybrid, and RFDE modes; quasipositivity on C_τ; reset preservation); module formal_foundations corrected (intake: nonlinear_dynamics); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to formal_foundations (intake: nonlinear_dynamics) — the theorem is positive-cone invariance theory (the TCS §2.4 positivity principle); the RFDE case is one of three modes, not the subject"
CC-A002-012,A002,Donor limitation is sufficient,research_program/article_002_general_theory/formal_result_inventory.md,Corollary,formal_foundations,"ledger, services, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): corollary + proof verified in source §3 (donor-limited outflows and boundary flows suffice for the tangency condition); module formal_foundations corrected (intake: ledger_diagnostics); mapping EXACT_SPECIALIZATION corrected (intake: APPROXIMATION). Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to formal_foundations (intake: ledger_diagnostics — kept with the invariance theorem, its parent); mapping corrected from APPROXIMATION: the intake keyword read ""limit"" inside ""donor limitation"" — the corollary is an EXACT sufficiency result, not an approximation"
CC-A002-013,A002,Bounded-input bounded-state criterion,research_program/article_002_general_theory/formal_result_inventory.md,Conditional theorem,formal_foundations,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): conditional theorem + proof verified in source §3 (BIBS via coercive V, Dini dissipativity, non-expansive resets; the dot-x=u counterexample to weaker premises is in the status note); module formal_foundations classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged."
CC-A002-014,A002,Support provenance and directional support gap,research_program/article_002_general_theory/formal_result_inventory.md,Definition,ledger_diagnostics,"ledger, services, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 3,Material ledgers and diagnostics,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §4 (support provenance partition + directional support gap); module ledger_diagnostics confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline.
CC-A002-015,A002,Linear substitution alternative,research_program/article_002_general_theory/formal_result_inventory.md,Theorem,formal_foundations,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §4 (Farkas linear substitution alternative; dual certificate); module formal_foundations confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged.
CC-A002-016,A002,Exact safety certifier,research_program/article_002_general_theory/formal_result_inventory.md,Definition,observation_governance_empirics,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §5 (exact safety certifier); module observation_governance_empirics corrected (intake: formal_foundations); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline. module corrected to observation_governance_empirics (intake: formal_foundations) — the certifier definition heads the observation-fibre family (with the criterion theorem and the safety-crossing corollary)
CC-A002-017,A002,Observation-fibre criterion,research_program/article_002_general_theory/formal_result_inventory.md,Theorem,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §5 (observation-fibre criterion; the saturation identity); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged.
CC-A002-018,A002,Safety-crossing fibres,research_program/article_002_general_theory/formal_result_inventory.md,Corollary,observation_governance_empirics,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): corollary + proof verified in source §5 (safety-crossing fibres obstruct exact certification; largest certainly-safe set); module observation_governance_empirics corrected (intake: formal_foundations); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. module corrected to observation_governance_empirics (intake: formal_foundations) — same family as the observation-fibre criterion
CC-A002-019,A002,Three policy questions,research_program/article_002_general_theory/formal_result_inventory.md,Definition,formal_foundations,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 1 or monograph introduction,"Canonical architecture, transformation, and composition",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §6 (three policy questions: actual-policy safety, viability, robust viability with the fixed quantifier order); module formal_foundations classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline."
CC-A002-020,A002,"Capture basin, recoverability, and relative irreversibility",research_program/article_002_general_theory/formal_result_inventory.md,Definition,formal_foundations,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §6 (capture basin, recoverability, policy-relative irreversibility — all five indices declared); module formal_foundations confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline."
CC-A002-021,A002,Sampled robust-viability kernel,research_program/article_002_general_theory/formal_result_inventory.md,Theorem,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §6.1 (sampled robust-viability kernel; compactness, finite-horizon iff, greatest invariant set); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged."
CC-A002-022,A002,Monotonicity under policy-set expansion,research_program/article_002_general_theory/formal_result_inventory.md,Corollary,observation_governance_empirics,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): corollary + proof verified in source §6.1 (monotonicity under policy-set expansion, with the rebound caveat); module observation_governance_empirics classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged."
CC-A002-023,A002,Finite-clopen observation knowledge kernel,research_program/article_002_general_theory/formal_result_inventory.md,Theorem,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §6.2 (finite-clopen observation knowledge kernel — parts 1–4 incl. the injective-observation reduction; source status line: ""Theorem, finite-clopen sampled observation model""); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now proof_inventory_present_line_check_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. evidence corrected to proof_inventory_present_line_check_required (intake had conditional_or_open — the keyword heuristic read ""open"" inside ""clopen""; the source declares a complete theorem with proof on the line)"
CC-A002-024,A002,Held-control tube predecessor,research_program/article_002_general_theory/formal_result_inventory.md,Definition,observation_governance_empirics,theorem record pending classification,EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,defined_source_object,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,Row-closed 2026-08-27 (A002 scientific pass; source read in full): definition verified in source §6.3 (held-control tube predecessor with the exact W_h encoding caveat); module observation_governance_empirics classified (intake: unclassified); mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. Citation anchor locked at the source section named above; the paper-time citation match rides the Part III paper-support discipline.
CC-A002-025,A002,Inter-sample-safe sampled kernel,research_program/article_002_general_theory/formal_result_inventory.md,Theorem,observation_governance_empirics,"observation, assessment, policy, implementation, evidence",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,"Observation, governance, and identification",TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §6.3 (inter-sample-safe sampled kernel; source status line: ""Theorem, restricted fixed-period full-state model""); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged."
CC-A002-026,A002,Finite-clopen inter-sample-safe knowledge kernel,research_program/article_002_general_theory/formal_result_inventory.md,Theorem,observation_governance_empirics,"operator I, theorem record, mapping",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §6.4 (finite-clopen inter-sample-safe knowledge kernel; source status line: ""Theorem, finite-clopen fixed-period held model""); module observation_governance_empirics confirmed; mapping EXACT_SPECIALIZATION confirmed. Evidence status now proof_inventory_present_line_check_required. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. evidence corrected to proof_inventory_present_line_check_required (intake had conditional_or_open — the same ""open""-in-""clopen"" keyword false positive; the source declares a complete theorem with proof on the line)"
CC-A002-027,A002,Sampled RFDE finite-clopen knowledge kernel,research_program/article_002_general_theory/formal_result_inventory.md,Theorem,nonlinear_dynamics,"state, model, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): theorem + proof verified in source §6.5 (sampled RFDE finite-clopen knowledge kernel on the compact equi-Lipschitz history class; source status line: ""Conditional theorem, compact single-delay history model""); module nonlinear_dynamics confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. conditional_or_open CONFIRMED as the source-declared status: the theorem environment carries a complete proof, but the source's own status line demotes it to conditional (the total jointly-continuous held-solution map and the compact history class are substantive hypotheses)"
CC-A002-028,A002,Review-synchronised hybrid RFDE knowledge kernel,research_program/article_002_general_theory/formal_result_inventory.md,Conditional theorem,nonlinear_dynamics,"state, model, admissible set, theorem record",EXACT_SPECIALIZATION,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,conditional_or_open,see source evaluation and action register; do not infer completeness,Paper 4,Delay and nonlinear transitions,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): conditional theorem + proof verified in source §6.6 (review-synchronised hybrid RFDE knowledge kernel with continuous phase-space reset; source status line: ""Conditional theorem, review-clock hybrid RFDE""); module nonlinear_dynamics confirmed; mapping EXACT_SPECIALIZATION confirmed. Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged."
CC-A002-029,A002,Outer semicontinuity does not close universal tube constraints,research_program/article_002_general_theory/formal_result_inventory.md,Proposition,formal_foundations,theorem record pending classification,COUNTEREXAMPLE_OR_LIMIT,accepted_mapping,retain exact source assumptions; model-class extraction pending row review,proof_inventory_present_line_check_required,see source evaluation and action register; do not infer completeness,Paper 2,Formal viability and theorem atlas,TCS-1.0 interface contract; local producer/consumer fields required before theorem transfer,row_verified,"Row-closed 2026-08-27 (A002 scientific pass; source read in full): proposition + proof verified in source §6.6 (outer semicontinuity does not close universal tube constraints — the explicit [0,1]-space counterexample at the grazing guard); module formal_foundations classified (intake: unclassified); mapping COUNTEREXAMPLE_OR_LIMIT classified (intake: UNRESOLVED). Content-level acceptance only: the TCS-1.0 §7 mapping type and the exact source assumptions are verified; the §8 interface contract for cross-module theorem transfer and all theorem statuses remain unchanged. the explicit construction is a counterexample establishing the OSC obstruction; classified COUNTEREXAMPLE_OR_LIMIT (intake: UNRESOLVED)"
