locator_id,source_id,source_sha256,source_label,source_title,statement_start_line,statement_end_line,proof_start_line,proof_end_line,statement_words,proof_words,proof_presence,substantive_correction_dependencies,documentation_dependencies,verification_status,source_file
TM-A001-063,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 11.3 (Row-sum containment).,If $\\,1444,1445,1446,1449,22,35,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-064,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 11.4.,There is no finite uniform bound on $\,1450,1451,1452,1457,21,111,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-065,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 11.5 (Dynamic cascade safety).,"Suppose dynamic loads have the form $L_i(x_c, F)$, where $x_c$ is the continuous state. Assume:",1458,1471,1472,1481,84,143,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-066,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 12.1.,"$n$ agents choose $h_i \in [0, h_i^{\max}]$, $H = \sum_i h_i$, with payoff",1482,1489,,,37,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-067,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Lemma 12.1.,"If the payoff functions satisfy Rosen's diagonal strict concavity condition (Rosen, 1965, Theorem 2), the game has a unique Nash equilibrium. For the specific payoff structure of Definition 12.1, this condition holds when $\pi_i''(h_i) < 0$ and $d_i''(H) \geq 0$ for all $i$.",1490,1491,1492,1512,48,282,located,V-A001-07,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-068,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 12.1 (Over-extraction).,Let $H^{\mathrm{Nash}}$ denote the Nash equilibrium aggregate harvest and $H^{\mathrm{soc}}$ the social optimum. Then,1513,1522,1523,1558,122,579,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-069,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 12.2 (Commons obstruction).,"If $H^{\mathrm{Nash}} > H_{\mathrm{safe}}$ at every state in $\mathcal V_{\mathrm{RS}}$, then $\operatorname{Viab}(\mathcal V_{\mathrm{RS}}) = \varnothing$ under non-cooperative play.",1559,1560,1561,1566,31,197,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-070,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Corollary 12.1 (Quota rescue).,"Quotas $h_i^{\mathrm{quota}}$ with $\sum_i h_i^{\mathrm{quota}} \leq H_{\min}$, enforced by sanctions satisfying $\gamma > \max_i \pi_i'(h_i^{\mathrm{quota}})$, restore viability.",1567,1568,1569,1596,29,136,located,V-A001-09,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-071,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 13.1.,"If two institutions induce the same belief dynamics, effective control correspondence, allocation correspondence, and physical actuator map, then they have the same viability kernel.",1597,1598,1599,1602,27,79,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-072,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 13.3 (Institutionally robust safe prescription).,A prescribed action $u \in \Gamma(B)$ is institutionally robustly safe for $Q$ if,1603,1610,,,53,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-073,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 13.2.,"Let $Q \subseteq \mathcal V$ be closed. For every reachable information set $B$ intersecting $Q$, suppose",1611,1625,1626,1629,51,69,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-074,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 13.3 (Sanction sufficiency).,Let quota be $q_i = h_i^{\mathrm{quota}}$. Let sanction cost $C_i(h_i)$ satisfy $C_i'(h_i) = 0$ for $h_i \leq q_i$ and $C_i'(h_i) \geq \gamma$ for $h_i > q_i$. If,1630,1637,1638,1672,56,316,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-075,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 13.5 (Ostrom sufficiency).,"If all eight translations hold and the Theorem 6.2 conditions are satisfied, then $\operatorname{Viab}(\mathcal V_{\mathrm{str}}; U_{\mathrm{inst}}, \pi_{\mathrm{coop}}) \neq \varnothing$.",1673,1674,1675,1686,33,348,located,V-A001-11,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-076,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 13.6 (Ostrom obstruction: each principle can be necessary).,"For each $k = 1, \ldots, 8$ there is a configuration satisfying all $\mathcal T(j)$ for $j \neq k$ and the Theorem 6.2 conditions, yet with empty kernel because $\mathcal T(k)$ is violated.",1687,1688,1689,1712,45,541,located,V-A001-11,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-077,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 13.1 (Constructors).,"A *constructor* is a map on the data $(X, U, F, \mathcal I, \pi)$ that changes exactly one named component and introduces no new state space. The following are the primitive constructors:",1713,1722,,,137,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-078,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 13.2 (Implementation lattices).,,1723,1729,,,43,0,not_required_definition_or_example,V-A001-12,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-079,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Proposition 13.1 (Lattice structure).,"Both $\operatorname{Inst}$ and $\operatorname{InvLat}$ are downward closed under inclusion: if $U'' \subseteq U'$ and $U''$ still contains a viable (resp. invariant-generating) selection, then $U''$ remains in the lattice. Moreover $\operatorname{InvLat} \subseteq \operatorname{Inst}$.",1730,1731,1732,1735,41,99,located,V-A001-12,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-080,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 13.4 (Invariance under irrelevant structure).,"Let a proposed additional structure induce no change in $X$, $U$, $F$, $\mathcal V$, $\mathcal I$, or $\pi$. Then it does not change $\operatorname{Viab}(\mathcal V)$.",1736,1737,1738,1739,34,31,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-081,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,"Corollary 13.1 (Management vocabularies are rewrites, not theorems).",The following common instruments are each a word in the constructor algebra and introduce no new mathematical content beyond the constructor they reduce to: a total allowable catch is Cap; a harvest control rule is Obs; a landing subsidy is Tax$(-\sigma)$; unreported harvest is Leak; a closed season is a periodic Cap$(\cdot)$; an open-access rent dynamic is a restriction of the effort law entering $F$.,1740,1741,1742,1751,76,273,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-082,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 14.1.,"A generation structure is a sequence $0 = t_0 < t_1 < \cdots \to \infty$ with closed sets $\mathcal V^{(k)}$. Intergenerational viability: $x(t) \in \mathcal V^{(k)}$ for $t \in [t_k, t_{k+1})$.",1752,1753,,,36,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-083,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 14.1.,If $\mathcal V^{(k)} = \mathcal V$ for all $k$: intergenerational viability equals ordinary viability.,1754,1757,,,23,0,immediate_from_definition,,V-A001-13;V-A001-14,source_derivation_identified_manual_rewrite_optional,uploads/topdown.txt
TM-A001-084,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 14.2.,Assume the trajectory $x(\cdot)$ is confined to a compact set $\mathcal K$ (verified per instance via dissipativity). If $\mathcal V^{(k+1)} \subseteq \mathcal V^{(k)}$ and $\bigcap_k \mathcal V^{(k)} = \varnothing$: no intergenerationally viable path exists.,1758,1759,1760,1765,41,99,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-085,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 14.3 (Discounting can prefer an exiting pulse over a positive viable path).,"Let $x^{\mathrm{stay}}$ be a viable path with constant positive consumption $c_v > 0$. Suppose there exists an admissible exiting pulse yielding constant consumption $C > c_v$ over a duration $T > 0$, after which the trajectory exits the constraint set. With linear welfare and discount rate $\rho > 0$, the discounted welfare of the exiting path exceeds that of the viable path whenever",1766,1771,1772,1795,86,112,located,V-A001-05,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-086,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 15.1.,Define,1796,1812,,,90,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-087,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 15.2.,"Given running intervention cost $\ell(x, u)$, define",1813,1832,,,83,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-088,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 16.1 (Compositional viability).,Suppose each subsystem has an input tolerance $\bar z_i$ such that $\\,1833,1842,1843,1852,52,131,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-089,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 17.1: $p$-viability kernel.,,1853,1866,,,34,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-090,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Definition 17.2: Expected-lifetime value.,Let $\tau_{\mathcal V} = \inf\{t \geq 0 : X_t \notin \mathcal V\}$. Define $L(x) = \sup_\pi \mathbb E_x^\pi[\tau_{\mathcal V}]$.,1867,1868,,,28,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-091,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Theorem 17.1 (Finite-horizon small-noise viability).,"Consider the deterministic system $\dot x = f(x)$ under a viable feedback, and the stochastic perturbation $dX_t^\varepsilon = f(X_t^\varepsilon)\, dt + \varepsilon \Sigma(X_t^\varepsilon)\, dW_t$. Let $K_0$ be a compact subset of the kernel interior, and suppose deterministic trajectories from $K_0$ remain at distance at least $2\delta$ from $\partial \mathcal V$ on $[0, T]$. Assume $f$ is Lipschitz and $\Sigma$ is bounded on a neighborhood of these trajectories.",1869,1883,1884,1901,105,155,located,,V-A001-13;V-A001-14,source_proof_located_not_reverified,uploads/topdown.txt
TM-A001-092,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Conjecture 17.1 (Competitive OLG).,"In a standard OLG economy whose resource block satisfies Theorem 6.2, competitive equilibrium without a harvest floor leaves $\mathcal V_{\mathrm{str}}$ whenever $S_{\mathrm{bio}} < S_{\min}$.",1902,1914,,,382,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-093,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Conjecture 17.2 (Stochastic survival: finite horizon only).,"For small-noise resource–sink systems, the probability of remaining in a *shrunken* constraint set is governed entirely by the horizon: it tends to one over any finite $T$ from compact interior data (Theorem 17.1), and tends to zero as $T \to \infty$ for any fixed positive noise, by absorption. There is no infinite-horizon analogue with positive survival probability under nondegenerate noise.",1915,1918,,,118,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-094,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Conjecture 17.3 (Adaptive management beyond high gain).,"Under persistent excitation and possibly non-globally-Lipschitz dynamics, an adaptive observer can recover unknown parameters sufficiently to implement the Theorem 6.2 feedback after finite time.",1919,1939,,,148,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-095,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Open Problem 18.1.,The viability kernel of the fully coupled hybrid system outside the protection set of Theorem 11.5 is not computed.,1940,1941,,,24,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-096,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Open Problem 18.2.,Conditions under which the binary-sensor observation model is a threshold discretization of the continuous observation model.,1942,1943,,,20,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-097,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Conjecture 18.1 ($n$-patch super-equilibrium equivalence).,"For $n$ coupled patches with *cooperative* diffusion, the kernel is nonempty iff the minimal-harvest field has a super-equilibrium $f_{\min}(x) \ge 0$ in $\Omega$, which in turn is equivalent (for type-(U) patches with product controls) to the existence of an equilibrium in $\Omega$. The equivalence holds for cooperative transport; it fails in general for competitive or predator–prey couplings, where super-equilibria need not exist and equilibrium-in-$\Omega$ is not a viability certificate (an unstable focus can sit in $\Omega$ with a cycle that leaves it).",1944,1947,,,146,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-098,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Conjecture 18.2 (Multi-resource Hartwick).,"For $m$ resources with pairwise CES elasticities, strong plus weak sustainability is jointly achievable iff the effective elasticity satisfies an appropriate threshold condition.",1948,1951,,,45,0,not_required_definition_or_example,,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A001-099,A001,58bbfe28ae6d95f64b5ce9ad905d579c698f94316bc0cbd3fa4d9e54f9b5f1c3,Conjecture 18.3 (Ostrom individual necessity).,The eight Ostrom mechanisms are jointly sufficient for viability when physical conditions hold (Theorem 13.2). The open question is whether each is individually necessary.,1952,2038,,,623,0,not_required_definition_or_example,V-A001-11,V-A001-13;V-A001-14,definition_or_nonproof_item,uploads/topdown.txt
TM-A002-001,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Type system and physical state,77,83,,,62,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-002,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Hybrid specialization data,109,111,,,107,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-003,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Canonical system,113,123,,,142,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-004,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Four uncertainty levels,127,129,,,70,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-005,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Diagnostic types,170,180,,,115,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-006,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Threshold and intergenerational types,182,186,,,120,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-007,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Proposition,Domain-qualified non-compensation,192,199,201,219,87,171,located,V-A002-03,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-008,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Typed hybrid conservation,227,241,243,263,103,204,located,V-A002-03;V-A002-02;V-A002-04,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-010,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Corollary,Closed positive-moiety bound,269,274,276,291,73,73,located,V-A002-03;V-A002-02;V-A002-04,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-011,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,"Non-negative invariance for ordinary, hybrid, and RFDE modes",295,317,319,347,199,244,located,V-A002-03;V-A002-02;V-A002-04,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-012,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Corollary,Donor limitation is sufficient,349,351,353,359,49,105,located,V-A002-03;V-A002-02;V-A002-04,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-013,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conditional theorem,Bounded-input bounded-state criterion,363,378,380,402,145,180,located,V-A002-03;V-A002-02;V-A002-04,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-014,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Support provenance and directional support gap,415,422,,,131,0,not_required_definition_or_programme,V-A002-03;V-A002-05,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-015,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Linear substitution alternative,428,442,444,480,101,286,located,V-A002-03;V-A002-05,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-017,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Exact safety certifier,492,498,,,63,0,not_required_definition_or_programme,V-A002-03;V-A002-06;V-A002-07;V-A002-08;V-A002-11;V-A002-12,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-018,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Observation-fibre criterion,500,510,512,533,58,217,located,V-A002-03;V-A002-06;V-A002-07;V-A002-08;V-A002-11;V-A002-12,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-019,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Corollary,Safety-crossing fibres,537,542,544,552,57,146,located,V-A002-03;V-A002-06;V-A002-07;V-A002-08;V-A002-11;V-A002-12,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-020,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Three policy questions,562,576,,,125,0,not_required_definition_or_programme,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-021,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,"Capture basin, recoverability, and relative irreversibility",580,591,,,143,0,not_required_definition_or_programme,V-A002-03,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-022,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Sampled robust-viability kernel,616,629,631,661,113,488,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-023,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Corollary,Monotonicity under policy-set expansion,665,670,672,682,32,111,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-024,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Finite-clopen observation knowledge kernel,719,738,740,776,194,902,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-025,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Held-control tube predecessor,802,818,,,170,0,not_required_definition_or_programme,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-026,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Inter-sample-safe sampled kernel,820,834,836,868,166,514,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-027,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Finite-clopen inter-sample-safe knowledge kernel,911,947,949,1056,253,926,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-028,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Sampled RFDE finite-clopen knowledge kernel,1152,1177,1179,1287,174,903,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-029,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conditional theorem,Review-synchronised hybrid RFDE knowledge kernel,1419,1443,1445,1526,186,704,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-030,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Proposition,Outer semicontinuity does not close universal tube constraints,1564,1568,1570,1597,34,197,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-031,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conditional theorem,Bounded-jump hybrid ODE kernel with continuous exact tubes,1641,1664,1666,1743,177,649,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-033,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Compact sampled information model,1775,1804,,,248,0,not_required_definition_or_programme,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,definition_or_nonproof_item,uploads/general_theory.txt
TM-A002-034,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Restricted sampled information-state tube kernel,1806,1820,1822,1846,126,447,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-035,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Conditional theorem,Finite-time sample-and-hold convergence,1865,1868,1870,1936,122,383,located,V-A002-03;V-A002-09;V-A002-10;V-A002-11;V-A002-12;V-A002-13,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-036,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Definition,Four model maps,1944,1946,,,56,0,not_required_definition_or_programme,V-A002-03;V-A002-14;V-A002-15;V-A002-16,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
TM-A002-037,A002,e5c8b57ae47d5f24a2e3be0e80ce28ebbcebc2125d4a066115d2de13dbc5efc9,Theorem,Projectability criterion,1948,1961,1963,1983,97,162,located,V-A002-03;V-A002-14;V-A002-15;V-A002-16,V-A002-01;V-A002-18,mathematically_audited_accept_with_recorded_scope,uploads/general_theory.txt
